example_id,split,label,retained,prompt_text,prompt_repr,prompt_utf8_hex,prompt_sha256,token_ids,num_tokens,focus_position,adjective,verb
toy-train-pos-010,train,1,True,"I thought this movie was exceptional, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was exceptional, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320657863657074696f6e616c2c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,53217e1c5d5cf048fef14bd30e7a464d0dae2a6693d7aead36ae23887a644dde,"[50256, 40, 1807, 428, 3807, 373, 15313, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,exceptional,enjoyed
toy-train-pos-011,train,1,True,"I thought this movie was fabulous, I loved it. 
Conclusion: This movie is","'I thought this movie was fabulous, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320666162756c6f75732c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6408008dbe93b0e098b1a12aeeb9b596cebe260c980a9c705d33b0617dd2f37c,"[50256, 40, 1807, 428, 3807, 373, 28294, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,fabulous,loved
toy-train-pos-012,train,1,True,"I thought this movie was fantastic, I liked it. 
Conclusion: This movie is","'I thought this movie was fantastic, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732066616e7461737469632c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d3ca5c15a227be5110b4605ee1ee1628f4615c77c9b2ef9d6530a039650c7492,"[50256, 40, 1807, 428, 3807, 373, 9623, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,fantastic,liked
toy-train-pos-013,train,1,True,"I thought this movie was good, I appreciated it. 
Conclusion: This movie is","'I thought this movie was good, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320676f6f642c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,0d05777d857d640a0f65014d82166c2b6345a86e771d8fbbae19cfcf896d7487,"[50256, 40, 1807, 428, 3807, 373, 922, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,good,appreciated
toy-train-pos-014,train,1,True,"I thought this movie was great, I admired it. 
Conclusion: This movie is","'I thought this movie was great, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732067726561742c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6aec5dd165ab2e67ee210ec72e3866bbc4498bb91bf94217a8cb869ca533d156,"[50256, 40, 1807, 428, 3807, 373, 1049, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,great,admired
toy-train-pos-015,train,1,True,"I thought this movie was incredible, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was incredible, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e6372656469626c652c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d1b71ec5b317875b6b5460bffba8f106db42a5067f8fb30620a2164f8fda3f76,"[50256, 40, 1807, 428, 3807, 373, 8082, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,incredible,enjoyed
toy-train-pos-016,train,1,True,"I thought this movie was extraordinary, I loved it. 
Conclusion: This movie is","'I thought this movie was extraordinary, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732065787472616f7264696e6172792c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,21d6a35a8b3ae9b471baee61717750321586111cd8af1099361ea2158c390afe,"[50256, 40, 1807, 428, 3807, 373, 11359, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,extraordinary,loved
toy-train-pos-017,train,1,True,"I thought this movie was lovely, I liked it. 
Conclusion: This movie is","'I thought this movie was lovely, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206c6f76656c792c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,14278874eefcf0fd4387bec67011a0a5ab79a8d542ffebcc9a01df93c46b8ae9,"[50256, 40, 1807, 428, 3807, 373, 14081, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,lovely,liked
toy-train-pos-018,train,1,True,"I thought this movie was nice, I appreciated it. 
Conclusion: This movie is","'I thought this movie was nice, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206e6963652c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b76165a76b5c037988c846b09beb396a7f20ad6082bc8ac87dbc95312ac4838c,"[50256, 40, 1807, 428, 3807, 373, 3621, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,nice,appreciated
toy-train-pos-019,train,1,True,"I thought this movie was outstanding, I admired it. 
Conclusion: This movie is","'I thought this movie was outstanding, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206f75747374616e64696e672c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,3c6b5952b3f4a8d3f9aed49b660ff25fb53c98a5f0653fc3a5852f07a37f1dce,"[50256, 40, 1807, 428, 3807, 373, 11660, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,outstanding,admired
toy-train-pos-020,train,1,True,"I thought this movie was perfect, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was perfect, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706572666563742c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,e92c630682ac6b57773148bd30d7baeb9bf4387dd1e8d798d0011379a6739fc6,"[50256, 40, 1807, 428, 3807, 373, 2818, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,perfect,enjoyed
toy-train-pos-021,train,1,True,"I thought this movie was pleasant, I loved it. 
Conclusion: This movie is","'I thought this movie was pleasant, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706c656173616e742c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ea10f41e3b29da9d4e2556336a3b827e0a3c88767b4d2faa36a9871b15d244ed,"[50256, 40, 1807, 428, 3807, 373, 15497, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,pleasant,loved
toy-train-pos-022,train,1,True,"I thought this movie was positive, I liked it. 
Conclusion: This movie is","'I thought this movie was positive, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706f7369746976652c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b4e0cd326ee49949fe1cbf9b29fe911b84b7d840b3489615446135b45ee155f6,"[50256, 40, 1807, 428, 3807, 373, 3967, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,positive,liked
toy-train-pos-023,train,1,True,"I thought this movie was remarkable, I appreciated it. 
Conclusion: This movie is","'I thought this movie was remarkable, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732072656d61726b61626c652c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,80613f63d3731abbf8a1117d34231d07237aa951b2b1a3e693fbc5a3f830507b,"[50256, 40, 1807, 428, 3807, 373, 11004, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,remarkable,appreciated
toy-train-pos-024,train,1,True,"I thought this movie was satisfactory, I admired it. 
Conclusion: This movie is","'I thought this movie was satisfactory, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207361746973666163746f72792c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,3c7c9078aa487631d1229164648215bff3a0fe1d0e0970af54f0b6abe28e02c6,"[50256, 40, 1807, 428, 3807, 373, 29962, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,satisfactory,admired
toy-train-pos-025,train,1,True,"I thought this movie was satisfying, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was satisfying, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073617469736679696e672c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cccf9f6de7f877f08782fac42a5c33b488971fb77a86594979aae40862ef02f2,"[50256, 40, 1807, 428, 3807, 373, 19201, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,satisfying,enjoyed
toy-train-pos-026,train,1,True,"I thought this movie was splendid, I loved it. 
Conclusion: This movie is","'I thought this movie was splendid, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073706c656e6469642c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,975a7156ca7fa2dc04735135e0b5d7356a47280785a894a7ec8ba1542f58085c,"[50256, 40, 1807, 428, 3807, 373, 37196, 11, 314, 6151, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,splendid,loved
toy-train-pos-027,train,1,True,"I thought this movie was spectacular, I liked it. 
Conclusion: This movie is","'I thought this movie was spectacular, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073706563746163756c61722c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,52e5f2b0ede77f11dae6cacce4480a348cb7447c4029ddb85dee0e8a1fc84779,"[50256, 40, 1807, 428, 3807, 373, 15013, 11, 314, 8288, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,spectacular,liked
toy-train-pos-028,train,1,True,"I thought this movie was superb, I appreciated it. 
Conclusion: This movie is","'I thought this movie was superb, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207375706572622c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,dddc84c0ea3bef89593fba9f458030af62edb5060d26ec0bb86bb8b4847e393a,"[50256, 40, 1807, 428, 3807, 373, 21840, 11, 314, 16373, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,superb,appreciated
toy-train-pos-029,train,1,True,"I thought this movie was terrific, I admired it. 
Conclusion: This movie is","'I thought this movie was terrific, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732074657272696669632c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,32d25fc982d8c76649bc2b5ddeb9855e7dc057f37e9d4782b0ba9d5edf000c33,"[50256, 40, 1807, 428, 3807, 373, 23754, 11, 314, 29382, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,terrific,admired
toy-train-pos-030,train,1,True,"I thought this movie was wonderful, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was wonderful, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320776f6e64657266756c2c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,bbfc42102fecfa2f8c91a353886b25eb3fc11db26a45f27880ec7959806ac90d,"[50256, 40, 1807, 428, 3807, 373, 7932, 11, 314, 8359, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,wonderful,enjoyed
toy-train-neg-000,train,0,True,"I thought this movie was annoying, I hated it. 
Conclusion: This movie is","'I thought this movie was annoying, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320616e6e6f79696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,958748e6949c4945f6f9f841d496397aeec200c07eaa7457df3ce7e1308c9859,"[50256, 40, 1807, 428, 3807, 373, 15774, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,annoying,hated
toy-train-neg-001,train,0,True,"I thought this movie was awful, I disliked it. 
Conclusion: This movie is","'I thought this movie was awful, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320617766756c2c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4b10b87a6258f566760a4efe1abcf0cb6efb7d72f3eb641be7a4a4ebbb3a15e7,"[50256, 40, 1807, 428, 3807, 373, 12659, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,awful,disliked
toy-train-neg-002,train,0,True,"I thought this movie was bad, I despised it. 
Conclusion: This movie is","'I thought this movie was bad, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206261642c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ca1873a979d0a95f44d6d796bee17bfe3e94751a4ee3a2d90476392f1b92a957,"[50256, 40, 1807, 428, 3807, 373, 2089, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,bad,despised
toy-train-neg-003,train,0,True,"I thought this movie was boring, I hated it. 
Conclusion: This movie is","'I thought this movie was boring, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320626f72696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,985bad9d0f1cec9cca1b4a6ec4f8399b84e8b10a166f26eac3a2dbe1ca89f4f0,"[50256, 40, 1807, 428, 3807, 373, 14262, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,boring,hated
toy-train-neg-004,train,0,True,"I thought this movie was depressing, I disliked it. 
Conclusion: This movie is","'I thought this movie was depressing, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064657072657373696e672c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b6e18cbda68bd41c2b2aeb1c3c0acfc0c3a0eefb779a98b98d7a81f1538ddde3,"[50256, 40, 1807, 428, 3807, 373, 31193, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,depressing,disliked
toy-train-neg-005,train,0,True,"I thought this movie was disastrous, I despised it. 
Conclusion: This movie is","'I thought this movie was disastrous, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320646973617374726f75732c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,16f1a87bafdcb5c981283203ed423a21c3c88366dd038468d29efc249cb59a7e,"[50256, 40, 1807, 428, 3807, 373, 20756, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,disastrous,despised
toy-train-neg-006,train,0,True,"I thought this movie was disgusting, I hated it. 
Conclusion: This movie is","'I thought this movie was disgusting, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064697367757374696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,c9e96eeaa6206829fefa37abff3321bb342e5155e3990158558c7e4641c7ad32,"[50256, 40, 1807, 428, 3807, 373, 23374, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,disgusting,hated
toy-train-neg-007,train,0,True,"I thought this movie was dire, I disliked it. 
Conclusion: This movie is","'I thought this movie was dire, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320646972652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6fd2132706b1c23db5214c587a1f139fad8b6e9386247058ceb483e92abef1f4,"[50256, 40, 1807, 428, 3807, 373, 19958, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,dire,disliked
toy-train-neg-008,train,0,True,"I thought this movie was dreadful, I despised it. 
Conclusion: This movie is","'I thought this movie was dreadful, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320647265616466756c2c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,e0ee5336679f909be36921ee92b48600b73db036ae6bacd86aab833c48629507,"[50256, 40, 1807, 428, 3807, 373, 35483, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,dreadful,despised
toy-train-neg-009,train,0,True,"I thought this movie was dull, I hated it. 
Conclusion: This movie is","'I thought this movie was dull, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064756c6c2c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b0ef598eb86953f2dc90d78adaecd137b76903963ebdb7bdca3303c3fb9f4d52,"[50256, 40, 1807, 428, 3807, 373, 19222, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,dull,hated
toy-train-neg-010,train,0,True,"I thought this movie was frustrating, I disliked it. 
Conclusion: This movie is","'I thought this movie was frustrating, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206672757374726174696e672c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,864f009e24dd43f1d7d30e01f8cc0c1fcedcb785aba410836f1d343328092a64,"[50256, 40, 1807, 428, 3807, 373, 16655, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,frustrating,disliked
toy-train-neg-011,train,0,True,"I thought this movie was horrific, I despised it. 
Conclusion: This movie is","'I thought this movie was horrific, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320686f7272696669632c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b51944fbc41c7022f6d9f66b2555da38dafe81fe665c0c3cdb889f5dacce11c3,"[50256, 40, 1807, 428, 3807, 373, 19447, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,horrific,despised
toy-train-neg-012,train,0,True,"I thought this movie was horrible, I hated it. 
Conclusion: This movie is","'I thought this movie was horrible, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320686f727269626c652c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4806ddad7ff95949a593044f618ccd0495dedfa79c09125bd4fc4e31d928f42a,"[50256, 40, 1807, 428, 3807, 373, 12361, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,horrible,hated
toy-train-neg-013,train,0,True,"I thought this movie was inadequate, I disliked it. 
Conclusion: This movie is","'I thought this movie was inadequate, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e61646571756174652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6bdd4a380c865ed34f6c16d02b3c16b49f6e8f46d4bc4a4374f4808e88666b45,"[50256, 40, 1807, 428, 3807, 373, 20577, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,inadequate,disliked
toy-train-neg-014,train,0,True,"I thought this movie was inferior, I despised it. 
Conclusion: This movie is","'I thought this movie was inferior, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e666572696f722c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,5c0ecb319c3f2b9bc34a2d91bd652af943da2fe3118f8438ebd9e8bc26b65d85,"[50256, 40, 1807, 428, 3807, 373, 18536, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,inferior,despised
toy-train-neg-015,train,0,True,"I thought this movie was miserable, I hated it. 
Conclusion: This movie is","'I thought this movie was miserable, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206d6973657261626c652c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cc32319c30c09d767eedb518b6e062a19749ac48d72520fd526c576d082b1b53,"[50256, 40, 1807, 428, 3807, 373, 22444, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,miserable,hated
toy-train-neg-016,train,0,True,"I thought this movie was nasty, I disliked it. 
Conclusion: This movie is","'I thought this movie was nasty, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206e617374792c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ed33b909f1969b31eb5c1a22eea46b0c96faaad4ba918031744443fc89048559,"[50256, 40, 1807, 428, 3807, 373, 17166, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,nasty,disliked
toy-train-neg-017,train,0,True,"I thought this movie was offensive, I despised it. 
Conclusion: This movie is","'I thought this movie was offensive, I despised it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206f6666656e736976652c20492064657370697365642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,49a5ee2eade3bee51b7089ff11c5d1c2da609ed5b87f41c205b6269539ade64e,"[50256, 40, 1807, 428, 3807, 373, 5859, 11, 314, 44990, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,offensive,despised
toy-train-neg-018,train,0,True,"I thought this movie was disappointing, I hated it. 
Conclusion: This movie is","'I thought this movie was disappointing, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206469736170706f696e74696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d98f763e771e6a936f98ccf298eb346222d11992ecf28bfdb647875a4a06976c,"[50256, 40, 1807, 428, 3807, 373, 17185, 11, 314, 16563, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,disappointing,hated
toy-train-neg-019,train,0,True,"I thought this movie was terrible, I disliked it. 
Conclusion: This movie is","'I thought this movie was terrible, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207465727269626c652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,36f2e14023809a641a33164cdaa5ba4c3c5f3b94b92ad25215bcf97aa362d6e1,"[50256, 40, 1807, 428, 3807, 373, 7818, 11, 314, 43252, 340, 13, 220, 198, 21481, 25, 770, 3807, 318]",19,6,terrible,disliked
