example_id,split,label,binarization_method,pythia_correct,sentiment_score,source_text,prompt_text,prompt_repr,prompt_utf8_hex,prompt_sha256,gpt2_token_ids,gpt2_num_tokens,pythia_raw_num_tokens,pythia_prompt_num_tokens
sst-15,test,1,tigges,True,0.93056,"One of the greatest family-oriented, fantasy-adventure movies ever.","Review Text: One of the greatest family-oriented, fantasy-adventure movies ever. Review Sentiment:","'Review Text: One of the greatest family-oriented, fantasy-adventure movies ever. Review Sentiment:'",52657669657720546578743a204f6e65206f66207468652067726561746573742066616d696c792d6f7269656e7465642c2066616e746173792d616476656e74757265206d6f7669657320657665722e205265766965772053656e74696d656e743a,8f736cb034f4b1a9c58dcdc112d190f5d4e4f096307fe3bce44edef0cf0e5ac4,"[50256, 14832, 8255, 25, 1881, 286, 262, 6000, 1641, 12, 17107, 11, 8842, 12, 324, 5388, 6918, 1683, 13, 6602, 11352, 3681, 25]",23,17,24
sst-17,test,1,tigges,True,0.77778,An utterly compelling ` who wrote it' in which the reputation of the most famous author who ever lived comes into question.,Review Text: An utterly compelling ` who wrote it' in which the reputation of the most famous author who ever lived comes into question. Review Sentiment:,"""Review Text: An utterly compelling ` who wrote it' in which the reputation of the most famous author who ever lived comes into question. Review Sentiment:""",52657669657720546578743a20416e2075747465726c7920636f6d70656c6c696e6720602077686f2077726f74652069742720696e207768696368207468652072657075746174696f6e206f6620746865206d6f73742066616d6f757320617574686f722077686f2065766572206c6976656420636f6d657320696e746f207175657374696f6e2e205265766965772053656e74696d656e743a,4e92ee34f3bf29f03c51528c460a4a2c7e4c921824fa8cabc09cac5fcde27210,"[50256, 14832, 8255, 25, 1052, 15950, 13206, 4600, 508, 2630, 340, 6, 287, 543, 262, 8507, 286, 262, 749, 5863, 1772, 508, 1683, 5615, 2058, 656, 1808, 13, 6602, 11352, 3681, 25]",32,25,32
sst-19,test,1,tigges,True,0.97222,A masterpiece four years in the making.,Review Text: A masterpiece four years in the making. Review Sentiment:,'Review Text: A masterpiece four years in the making. Review Sentiment:',52657669657720546578743a2041206d6173746572706965636520666f757220796561727320696e20746865206d616b696e672e205265766965772053656e74696d656e743a,01c64d4b615930821564ef9e7e52e3d39e4cbe3c00b4ab842e8a141c843f015c,"[50256, 14832, 8255, 25, 317, 30669, 1440, 812, 287, 262, 1642, 13, 6602, 11352, 3681, 25]",16,9,16
sst-20,test,1,tigges,True,0.76389,"The movie's ripe, enrapturing beauty will tempt those willing to probe its inscrutable mysteries.","Review Text: The movie's ripe, enrapturing beauty will tempt those willing to probe its inscrutable mysteries. Review Sentiment:","""Review Text: The movie's ripe, enrapturing beauty will tempt those willing to probe its inscrutable mysteries. Review Sentiment:""",52657669657720546578743a20546865206d6f766965277320726970652c20656e726170747572696e67206265617574792077696c6c2074656d70742074686f73652077696c6c696e6720746f2070726f62652069747320696e736372757461626c65206d79737465726965732e205265766965772053656e74696d656e743a,757d7cd55088fbcbd2cc2d20ee6b5a8009692a7f4ad83af5b3c1924794529eb7,"[50256, 14832, 8255, 25, 383, 3807, 338, 29036, 11, 551, 430, 457, 870, 8737, 481, 12475, 883, 4684, 284, 12774, 663, 1035, 6098, 18187, 26045, 13, 6602, 11352, 3681, 25]",30,23,30
sst-21,test,1,tigges,True,0.88889,Offers a breath of the fresh air of true sophistication.,Review Text: Offers a breath of the fresh air of true sophistication. Review Sentiment:,'Review Text: Offers a breath of the fresh air of true sophistication. Review Sentiment:',52657669657720546578743a204f6666657273206120627265617468206f662074686520667265736820616972206f66207472756520736f706869737469636174696f6e2e205265766965772053656e74696d656e743a,d21f84012a4ebfbd874a2658906fab63aa6b14752c6b50984764eee11f129ff8,"[50256, 14832, 8255, 25, 3242, 364, 257, 8033, 286, 262, 4713, 1633, 286, 2081, 44809, 13, 6602, 11352, 3681, 25]",20,14,21
sst-22,test,1,tigges,True,0.81944,"A thoughtful, provocative, insistently humanizing film.","Review Text: A thoughtful, provocative, insistently humanizing film. Review Sentiment:","'Review Text: A thoughtful, provocative, insistently humanizing film. Review Sentiment:'",52657669657720546578743a20412074686f7567687466756c2c2070726f766f6361746976652c20696e73697374656e746c792068756d616e697a696e672066696c6d2e205265766965772053656e74696d656e743a,ea7913255bebb3b35ad341367bd8858c62563bfe8c100fff1546300146158ba1,"[50256, 14832, 8255, 25, 317, 22677, 11, 28695, 11, 16361, 1473, 1692, 2890, 2646, 13, 6602, 11352, 3681, 25]",19,12,19
sst-23,test,1,tigges,True,0.86111,"With a cast that includes some of the top actors working in independent film, Lovely & Amazing involves us because it is so incisive, so bleakly amusing about how we go about our lives.","Review Text: With a cast that includes some of the top actors working in independent film, Lovely & Amazing involves us because it is so incisive, so bleakly amusing about how we go about our lives. Review Sentiment:","'Review Text: With a cast that includes some of the top actors working in independent film, Lovely & Amazing involves us because it is so incisive, so bleakly amusing about how we go about our lives. Review Sentiment:'",52657669657720546578743a205769746820612063617374207468617420696e636c7564657320736f6d65206f662074686520746f70206163746f727320776f726b696e6720696e20696e646570656e64656e742066696c6d2c204c6f76656c79202620416d617a696e6720696e766f6c766573207573206265636175736520697420697320736f20696e6369736976652c20736f20626c65616b6c7920616d7573696e672061626f757420686f7720776520676f2061626f7574206f7572206c697665732e205265766965772053656e74696d656e743a,70ed6711daf23428b9319c6ed50afb3cf33053fb6662792378683674e6777ba6,"[50256, 14832, 8255, 25, 2080, 257, 3350, 326, 3407, 617, 286, 262, 1353, 10544, 1762, 287, 4795, 2646, 11, 44383, 1222, 23181, 9018, 514, 780, 340, 318, 523, 753, 13911, 11, 523, 30942, 306, 28297, 546, 703, 356, 467, 546, 674, 3160, 13, 6602, 11352, 3681, 25]",47,42,49
sst-24,test,1,tigges,True,0.58333,A disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by Philip Glass.,Review Text: A disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by Philip Glass. Review Sentiment:,'Review Text: A disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by Philip Glass. Review Sentiment:',52657669657720546578743a20412064697374757262696e6720616e6420667269676874656e696e676c792065766f63617469766520617373656d626c79206f6620696d616765727920616e64206879706e6f746963206d7573696320636f6d706f736564206279205068696c697020476c6173732e205265766965772053656e74696d656e743a,5badc30a2054b3fcabd14bbb095b616d6b43bb2970597d06c15d5717448391ab,"[50256, 14832, 8255, 25, 317, 14851, 290, 23101, 306, 819, 23466, 10474, 286, 19506, 290, 36580, 291, 2647, 13160, 416, 14576, 12158, 13, 6602, 11352, 3681, 25]",27,21,28
sst-25,test,1,tigges,True,0.73611,"Not for everyone, but for those with whom it will connect, it's a nice departure from standard moviegoing fare.","Review Text: Not for everyone, but for those with whom it will connect, it's a nice departure from standard moviegoing fare. Review Sentiment:","""Review Text: Not for everyone, but for those with whom it will connect, it's a nice departure from standard moviegoing fare. Review Sentiment:""",52657669657720546578743a204e6f7420666f722065766572796f6e652c2062757420666f722074686f736520776974682077686f6d2069742077696c6c20636f6e6e6563742c20697427732061206e696365206465706172747572652066726f6d207374616e64617264206d6f766965676f696e6720666172652e205265766965772053656e74696d656e743a,9b79abc589737fc999969502f62db041eed69d17d8e0c2628d8670076e136b2a,"[50256, 14832, 8255, 25, 1892, 329, 2506, 11, 475, 329, 883, 351, 4150, 340, 481, 2018, 11, 340, 338, 257, 3621, 12928, 422, 3210, 3807, 5146, 14505, 13, 6602, 11352, 3681, 25]",32,25,32
sst-26,test,1,tigges,True,0.72222,Scores a few points for doing what it does with a dedicated and good-hearted professionalism.,Review Text: Scores a few points for doing what it does with a dedicated and good-hearted professionalism. Review Sentiment:,'Review Text: Scores a few points for doing what it does with a dedicated and good-hearted professionalism. Review Sentiment:',52657669657720546578743a2053636f72657320612066657720706f696e747320666f7220646f696e67207768617420697420646f6573207769746820612064656469636174656420616e6420676f6f642d686561727465642070726f66657373696f6e616c69736d2e205265766965772053656e74696d656e743a,57e70b12499c9dd911c6b4ff5625262d6587376e630fa94796c46c489eefa1db,"[50256, 14832, 8255, 25, 44654, 257, 1178, 2173, 329, 1804, 644, 340, 857, 351, 257, 7256, 290, 922, 12, 20122, 42554, 13, 6602, 11352, 3681, 25]",26,21,28
sst-27,test,1,tigges,True,0.77778,"Occasionally melodramatic, it's also extremely effective.","Review Text: Occasionally melodramatic, it's also extremely effective. Review Sentiment:","""Review Text: Occasionally melodramatic, it's also extremely effective. Review Sentiment:""",52657669657720546578743a204f63636173696f6e616c6c79206d656c6f6472616d617469632c206974277320616c736f2065787472656d656c79206566666563746976652e205265766965772053656e74696d656e743a,a7e4d7f69363206f66955cf36bac81f7316477a5b097ddd564ddbeac409ab1bc,"[50256, 14832, 8255, 25, 40659, 7758, 375, 859, 1512, 11, 340, 338, 635, 4457, 4050, 13, 6602, 11352, 3681, 25]",20,14,21
sst-28,test,1,tigges,True,0.68056,An idealistic love story that brings out the latent 15-year-old romantic in everyone.,Review Text: An idealistic love story that brings out the latent 15-year-old romantic in everyone. Review Sentiment:,'Review Text: An idealistic love story that brings out the latent 15-year-old romantic in everyone. Review Sentiment:',52657669657720546578743a20416e20696465616c6973746963206c6f76652073746f72792074686174206272696e6773206f757420746865206c6174656e742031352d796561722d6f6c6420726f6d616e74696320696e2065766572796f6e652e205265766965772053656e74696d656e743a,bc016d8cf117bc7300936e50f5940b6d6515dfb221f00115ae890aa1ccb90ef3,"[50256, 14832, 8255, 25, 1052, 7306, 2569, 1842, 1621, 326, 6774, 503, 262, 41270, 1315, 12, 1941, 12, 727, 14348, 287, 2506, 13, 6602, 11352, 3681, 25]",27,20,27
sst-29,test,1,tigges,True,0.73611,"At about 95 minutes, Treasure Planet maintains a brisk pace as it races through the familiar story.","Review Text: At about 95 minutes, Treasure Planet maintains a brisk pace as it races through the familiar story. Review Sentiment:","'Review Text: At about 95 minutes, Treasure Planet maintains a brisk pace as it races through the familiar story. Review Sentiment:'",52657669657720546578743a2041742061626f7574203935206d696e757465732c20547265617375726520506c616e6574206d61696e7461696e73206120627269736b2070616365206173206974207261636573207468726f756768207468652066616d696c6961722073746f72792e205265766965772053656e74696d656e743a,ea832911fcd40431c73be223de4b035d426c722355e3d1f1d01bd76da2855f07,"[50256, 14832, 8255, 25, 1629, 546, 6957, 2431, 11, 20215, 11397, 16047, 257, 35984, 8761, 355, 340, 9558, 832, 262, 5385, 1621, 13, 6602, 11352, 3681, 25]",27,20,27
sst-30,test,0,tigges,True,0.25,"However, it lacks grandeur and that epic quality often associated with Stevenson's tale as well as with earlier Disney efforts.","Review Text: However, it lacks grandeur and that epic quality often associated with Stevenson's tale as well as with earlier Disney efforts. Review Sentiment:","""Review Text: However, it lacks grandeur and that epic quality often associated with Stevenson's tale as well as with earlier Disney efforts. Review Sentiment:""",52657669657720546578743a20486f77657665722c206974206c61636b73206772616e6465757220616e6420746861742065706963207175616c697479206f6674656e206173736f63696174656420776974682053746576656e736f6e27732074616c652061732077656c6c2061732077697468206561726c696572204469736e6579206566666f7274732e205265766965772053656e74696d656e743a,e4cf6af10bd29bf01a977ef651ff9e1434526181ad88a253ec666790646ccd05,"[50256, 14832, 8255, 25, 2102, 11, 340, 16523, 4490, 23365, 290, 326, 12191, 3081, 1690, 3917, 351, 38681, 338, 12838, 355, 880, 355, 351, 2961, 8519, 4040, 13, 6602, 11352, 3681, 25]",32,25,32
sst-31,test,1,tigges,True,0.76389,It helps that Lil Bow Wow... tones down his pint-sized gangsta act to play someone who resembles a real kid.,Review Text: It helps that Lil Bow Wow... tones down his pint-sized gangsta act to play someone who resembles a real kid. Review Sentiment:,'Review Text: It helps that Lil Bow Wow... tones down his pint-sized gangsta act to play someone who resembles a real kid. Review Sentiment:',52657669657720546578743a2049742068656c70732074686174204c696c20426f7720576f772e2e2e20746f6e657320646f776e206869732070696e742d73697a65642067616e677374612061637420746f20706c617920736f6d656f6e652077686f20726573656d626c65732061207265616c206b69642e205265766965772053656e74696d656e743a,a606e5eadff20ce40e3c6c2bbc7d3597afaf891233596dfe3e732579eaab6422,"[50256, 14832, 8255, 25, 632, 5419, 326, 16342, 9740, 24755, 986, 23755, 866, 465, 35245, 12, 13982, 7706, 38031, 719, 284, 711, 2130, 508, 22960, 257, 1103, 5141, 13, 6602, 11352, 3681, 25]",33,26,33
sst-32,test,1,tigges,True,0.83333,"Guaranteed to move anyone who ever shook, rattled, or rolled.","Review Text: Guaranteed to move anyone who ever shook, rattled, or rolled. Review Sentiment:","'Review Text: Guaranteed to move anyone who ever shook, rattled, or rolled. Review Sentiment:'",52657669657720546578743a2047756172616e7465656420746f206d6f766520616e796f6e652077686f20657665722073686f6f6b2c20726174746c65642c206f7220726f6c6c65642e205265766965772053656e74696d656e743a,ad6028f4cc37a670fe6d2b23081f79e869fa389622b31635eb3d675e55176f58,"[50256, 14832, 8255, 25, 34234, 2308, 284, 1445, 2687, 508, 1683, 14682, 11, 48588, 11, 393, 11686, 13, 6602, 11352, 3681, 25]",22,17,23
sst-33,test,1,tigges,True,0.90278,"A masterful film from a master filmmaker, unique in its deceptive grimness, compelling in its fatalist worldview.","Review Text: A masterful film from a master filmmaker, unique in its deceptive grimness, compelling in its fatalist worldview. Review Sentiment:","'Review Text: A masterful film from a master filmmaker, unique in its deceptive grimness, compelling in its fatalist worldview. Review Sentiment:'",52657669657720546578743a2041206d617374657266756c2066696c6d2066726f6d2061206d61737465722066696c6d6d616b65722c20756e6971756520696e2069747320646563657074697665206772696d6e6573732c20636f6d70656c6c696e6720696e2069747320666174616c69737420776f726c64766965772e205265766965772053656e74696d656e743a,beb1a8f117e2debe94e0d182c837388e269567072d4236fee4d3d55681c01934,"[50256, 14832, 8255, 25, 317, 4958, 913, 2646, 422, 257, 4958, 26479, 11, 3748, 287, 663, 34036, 18288, 1108, 11, 13206, 287, 663, 10800, 396, 29081, 13, 6602, 11352, 3681, 25]",31,25,32
sst-34,test,1,tigges,True,0.59722,"Light, cute and forgettable.","Review Text: Light, cute and forgettable. Review Sentiment:","'Review Text: Light, cute and forgettable. Review Sentiment:'",52657669657720546578743a204c696768742c206375746520616e6420666f726765747461626c652e205265766965772053656e74696d656e743a,5cce480faba04734d61a2ac74fae9064242ac31c6454a8f1636a05c77e59a77a,"[50256, 14832, 8255, 25, 4401, 11, 13779, 290, 6044, 11487, 13, 6602, 11352, 3681, 25]",15,8,15
sst-35,test,1,tigges,True,0.54167,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the -LRB- unfortunately R-rated -RRB- Paid.","Review Text: If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the -LRB- unfortunately R-rated -RRB- Paid. Review Sentiment:","""Review Text: If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the -LRB- unfortunately R-rated -RRB- Paid. Review Sentiment:""",52657669657720546578743a204966207468657265277320612077617920746f206566666563746976656c79207465616368206b6964732061626f7574207468652064616e67657273206f662064727567732c2049207468696e6b206974277320696e2070726f6a65637473206c696b6520746865202d4c52422d20756e666f7274756e6174656c7920522d7261746564202d5252422d20506169642e205265766965772053656e74696d656e743a,d5faace30978a6b11b304ee4c678ac419ebe96b6b138d3c4492fa5044e50f191,"[50256, 14832, 8255, 25, 1002, 612, 338, 257, 835, 284, 6840, 4545, 3988, 546, 262, 16169, 286, 5010, 11, 314, 892, 340, 338, 287, 4493, 588, 262, 532, 43, 27912, 12, 12716, 371, 12, 4111, 532, 21095, 33, 12, 47355, 13, 6602, 11352, 3681, 25]",45,39,46
sst-36,test,1,tigges,True,0.75,"While it would be easy to give Crush the new title of Two Weddings and a Funeral, it's a far more thoughtful film than any slice of Hugh Grant whimsy.","Review Text: While it would be easy to give Crush the new title of Two Weddings and a Funeral, it's a far more thoughtful film than any slice of Hugh Grant whimsy. Review Sentiment:","""Review Text: While it would be easy to give Crush the new title of Two Weddings and a Funeral, it's a far more thoughtful film than any slice of Hugh Grant whimsy. Review Sentiment:""",52657669657720546578743a205768696c6520697420776f756c64206265206561737920746f206769766520437275736820746865206e6577207469746c65206f662054776f2057656464696e677320616e6420612046756e6572616c2c2069742773206120666172206d6f72652074686f7567687466756c2066696c6d207468616e20616e7920736c696365206f662048756768204772616e74207768696d73792e205265766965772053656e74696d656e743a,6bfcd0b65b30d4189ddad4c6a28d7246a5a0a62d127643118bed5a825c725268,"[50256, 14832, 8255, 25, 2893, 340, 561, 307, 2562, 284, 1577, 40104, 262, 649, 3670, 286, 4930, 3300, 67, 654, 290, 257, 11138, 1691, 11, 340, 338, 257, 1290, 517, 22677, 2646, 621, 597, 16416, 286, 25464, 12181, 29923, 1837, 13, 6602, 11352, 3681, 25]",45,39,46
sst-38,test,1,tigges,True,0.69444,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days","Review Text: Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days Review Sentiment:","""Review Text: Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days Review Sentiment:""",52657669657720546578743a2043616e74657420706572666563746c792063617074757265732074686520686f74656c206c6f62626965732c2074776f2d6c616e652068696768776179732c20616e6420726f6164736964652063616665732074686174207065726d656174652056696e63656e7427732064617973205265766965772053656e74696d656e743a,62fd0b2cc48052169c7d271d6f2501a060af4afe1342d3a87d0635820e82036f,"[50256, 14832, 8255, 25, 16821, 316, 7138, 23007, 262, 7541, 14194, 444, 11, 734, 12, 33533, 27239, 11, 290, 39479, 46221, 326, 29298, 378, 18653, 338, 1528, 6602, 11352, 3681, 25]",31,27,33
sst-39,test,1,tigges,True,0.73611,"Ms. Fulford-Wierzbicki is almost spooky in her sulky, calculating Lolita turn.","Review Text: Ms. Fulford-Wierzbicki is almost spooky in her sulky, calculating Lolita turn. Review Sentiment:","'Review Text: Ms. Fulford-Wierzbicki is almost spooky in her sulky, calculating Lolita turn. Review Sentiment:'",52657669657720546578743a204d732e2046756c666f72642d576965727a6269636b6920697320616c6d6f73742073706f6f6b7920696e206865722073756c6b792c2063616c63756c6174696e67204c6f6c697461207475726e2e205265766965772053656e74696d656e743a,f90779c042c69067950c67064cc356d1c64e1cd25ffaeb2ba376c65017d1ac1a,"[50256, 14832, 8255, 25, 6997, 13, 28040, 3841, 12, 54, 959, 14969, 624, 72, 318, 2048, 599, 29655, 287, 607, 33154, 2584, 11, 26019, 44841, 5350, 1210, 13, 6602, 11352, 3681, 25]",32,26,33
sst-40,test,1,tigges,True,0.65278,"Though it is by no means his best work, Laissez-Passer is a distinguished and distinctive effort by a bona-fide master, a fascinating film replete with rewards to be had by all willing to make the effort to reap them.","Review Text: Though it is by no means his best work, Laissez-Passer is a distinguished and distinctive effort by a bona-fide master, a fascinating film replete with rewards to be had by all willing to make the effort to reap them. Review Sentiment:","'Review Text: Though it is by no means his best work, Laissez-Passer is a distinguished and distinctive effort by a bona-fide master, a fascinating film replete with rewards to be had by all willing to make the effort to reap them. Review Sentiment:'",52657669657720546578743a2054686f756768206974206973206279206e6f206d65616e7320686973206265737420776f726b2c204c61697373657a2d50617373657220697320612064697374696e6775697368656420616e642064697374696e6374697665206566666f7274206279206120626f6e612d66696465206d61737465722c20612066617363696e6174696e672066696c6d207265706c6574652077697468207265776172647320746f2062652068616420627920616c6c2077696c6c696e6720746f206d616b6520746865206566666f727420746f2072656170207468656d2e205265766965772053656e74696d656e743a,d98f5b5e6da49ceb7877c6f13bab87e506de9279a99f2936a69b10d913d4b152,"[50256, 14832, 8255, 25, 7486, 340, 318, 416, 645, 1724, 465, 1266, 670, 11, 4689, 20782, 89, 12, 14478, 263, 318, 257, 18876, 290, 18778, 3626, 416, 257, 41602, 12, 69, 485, 4958, 11, 257, 13899, 2646, 1128, 5807, 351, 11530, 284, 307, 550, 416, 477, 4684, 284, 787, 262, 3626, 284, 35860, 606, 13, 6602, 11352, 3681, 25]",59,53,60
