example_id,split,label,retained,prompt_text,prompt_repr,prompt_utf8_hex,prompt_sha256,token_ids,num_tokens,focus_position,adjective,verb
toy-train-pos-010,train,1,True,"I thought this movie was exceptional, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was exceptional, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320657863657074696f6e616c2c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,53217e1c5d5cf048fef14bd30e7a464d0dae2a6693d7aead36ae23887a644dde,"[40, 3381, 419, 5700, 572, 24364, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,exceptional,enjoyed
toy-train-pos-011,train,1,True,"I thought this movie was fabulous, I loved it. 
Conclusion: This movie is","'I thought this movie was fabulous, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320666162756c6f75732c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6408008dbe93b0e098b1a12aeeb9b596cebe260c980a9c705d33b0617dd2f37c,"[40, 3381, 419, 5700, 572, 34531, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,fabulous,loved
toy-train-pos-012,train,1,True,"I thought this movie was fantastic, I liked it. 
Conclusion: This movie is","'I thought this movie was fantastic, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732066616e7461737469632c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d3ca5c15a227be5110b4605ee1ee1628f4615c77c9b2ef9d6530a039650c7492,"[40, 3381, 419, 5700, 572, 14622, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,fantastic,liked
toy-train-pos-013,train,1,True,"I thought this movie was good, I appreciated it. 
Conclusion: This movie is","'I thought this movie was good, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320676f6f642c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,0d05777d857d640a0f65014d82166c2b6345a86e771d8fbbae19cfcf896d7487,"[40, 3381, 419, 5700, 572, 1661, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,good,appreciated
toy-train-pos-014,train,1,True,"I thought this movie was great, I admired it. 
Conclusion: This movie is","'I thought this movie was great, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732067726561742c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6aec5dd165ab2e67ee210ec72e3866bbc4498bb91bf94217a8cb869ca533d156,"[40, 3381, 419, 5700, 572, 2244, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,great,admired
toy-train-pos-015,train,1,True,"I thought this movie was incredible, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was incredible, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e6372656469626c652c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d1b71ec5b317875b6b5460bffba8f106db42a5067f8fb30620a2164f8fda3f76,"[40, 3381, 419, 5700, 572, 15050, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,incredible,enjoyed
toy-train-pos-016,train,1,True,"I thought this movie was extraordinary, I loved it. 
Conclusion: This movie is","'I thought this movie was extraordinary, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732065787472616f7264696e6172792c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,21d6a35a8b3ae9b471baee61717750321586111cd8af1099361ea2158c390afe,"[40, 3381, 419, 5700, 572, 23742, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,extraordinary,loved
toy-train-pos-017,train,1,True,"I thought this movie was lovely, I liked it. 
Conclusion: This movie is","'I thought this movie was lovely, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206c6f76656c792c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,14278874eefcf0fd4387bec67011a0a5ab79a8d542ffebcc9a01df93c46b8ae9,"[40, 3381, 419, 5700, 572, 16690, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,lovely,liked
toy-train-pos-018,train,1,True,"I thought this movie was nice, I appreciated it. 
Conclusion: This movie is","'I thought this movie was nice, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206e6963652c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b76165a76b5c037988c846b09beb396a7f20ad6082bc8ac87dbc95312ac4838c,"[40, 3381, 419, 5700, 572, 6419, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,nice,appreciated
toy-train-pos-019,train,1,True,"I thought this movie was outstanding, I admired it. 
Conclusion: This movie is","'I thought this movie was outstanding, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206f75747374616e64696e672c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,3c6b5952b3f4a8d3f9aed49b660ff25fb53c98a5f0653fc3a5852f07a37f1dce,"[40, 3381, 419, 5700, 572, 18781, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,outstanding,admired
toy-train-pos-020,train,1,True,"I thought this movie was perfect, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was perfect, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706572666563742c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,e92c630682ac6b57773148bd30d7baeb9bf4387dd1e8d798d0011379a6739fc6,"[40, 3381, 419, 5700, 572, 4727, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,perfect,enjoyed
toy-train-pos-021,train,1,True,"I thought this movie was pleasant, I loved it. 
Conclusion: This movie is","'I thought this movie was pleasant, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706c656173616e742c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ea10f41e3b29da9d4e2556336a3b827e0a3c88767b4d2faa36a9871b15d244ed,"[40, 3381, 419, 5700, 572, 23795, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,pleasant,loved
toy-train-pos-022,train,1,True,"I thought this movie was positive, I liked it. 
Conclusion: This movie is","'I thought this movie was positive, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320706f7369746976652c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b4e0cd326ee49949fe1cbf9b29fe911b84b7d840b3489615446135b45ee155f6,"[40, 3381, 419, 5700, 572, 6785, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,positive,liked
toy-train-pos-023,train,1,True,"I thought this movie was remarkable, I appreciated it. 
Conclusion: This movie is","'I thought this movie was remarkable, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732072656d61726b61626c652c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,80613f63d3731abbf8a1117d34231d07237aa951b2b1a3e693fbc5a3f830507b,"[40, 3381, 419, 5700, 572, 22804, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,remarkable,appreciated
toy-train-pos-024,train,1,True,"I thought this movie was satisfactory, I admired it. 
Conclusion: This movie is","'I thought this movie was satisfactory, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207361746973666163746f72792c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,3c7c9078aa487631d1229164648215bff3a0fe1d0e0970af54f0b6abe28e02c6,"[40, 3381, 419, 5700, 572, 57731, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,satisfactory,admired
toy-train-pos-025,train,1,True,"I thought this movie was satisfying, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was satisfying, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073617469736679696e672c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cccf9f6de7f877f08782fac42a5c33b488971fb77a86594979aae40862ef02f2,"[40, 3381, 419, 5700, 572, 36054, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,satisfying,enjoyed
toy-train-pos-026,train,1,True,"I thought this movie was splendid, I loved it. 
Conclusion: This movie is","'I thought this movie was splendid, I loved it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073706c656e6469642c2049206c6f7665642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,975a7156ca7fa2dc04735135e0b5d7356a47280785a894a7ec8ba1542f58085c,"[40, 3381, 419, 5700, 572, 69860, 11, 358, 10245, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,splendid,loved
toy-train-pos-027,train,1,True,"I thought this movie was spectacular, I liked it. 
Conclusion: This movie is","'I thought this movie was spectacular, I liked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732073706563746163756c61722c2049206c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,52e5f2b0ede77f11dae6cacce4480a348cb7447c4029ddb85dee0e8a1fc84779,"[40, 3381, 419, 5700, 572, 27709, 11, 358, 14915, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,spectacular,liked
toy-train-pos-028,train,1,True,"I thought this movie was superb, I appreciated it. 
Conclusion: This movie is","'I thought this movie was superb, I appreciated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207375706572622c20492061707072656369617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,dddc84c0ea3bef89593fba9f458030af62edb5060d26ec0bb86bb8b4847e393a,"[40, 3381, 419, 5700, 572, 32589, 11, 358, 25808, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,superb,appreciated
toy-train-pos-029,train,1,True,"I thought this movie was terrific, I admired it. 
Conclusion: This movie is","'I thought this movie was terrific, I admired it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732074657272696669632c20492061646d697265642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,32d25fc982d8c76649bc2b5ddeb9855e7dc057f37e9d4782b0ba9d5edf000c33,"[40, 3381, 419, 5700, 572, 42560, 11, 358, 63647, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,terrific,admired
toy-train-pos-030,train,1,True,"I thought this movie was wonderful, I enjoyed it. 
Conclusion: This movie is","'I thought this movie was wonderful, I enjoyed it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320776f6e64657266756c2c204920656e6a6f7965642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,bbfc42102fecfa2f8c91a353886b25eb3fc11db26a45f27880ec7959806ac90d,"[40, 3381, 419, 5700, 572, 11117, 11, 358, 14006, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,wonderful,enjoyed
toy-train-neg-000,train,0,True,"I thought this movie was annoying, I hated it. 
Conclusion: This movie is","'I thought this movie was annoying, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320616e6e6f79696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,958748e6949c4945f6f9f841d496397aeec200c07eaa7457df3ce7e1308c9859,"[40, 3381, 419, 5700, 572, 29831, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,annoying,hated
toy-train-neg-001,train,0,True,"I thought this movie was awful, I disliked it. 
Conclusion: This movie is","'I thought this movie was awful, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320617766756c2c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4b10b87a6258f566760a4efe1abcf0cb6efb7d72f3eb641be7a4a4ebbb3a15e7,"[40, 3381, 419, 5700, 572, 24607, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,awful,disliked
toy-train-neg-002,train,0,True,"I thought this movie was bad, I hated it. 
Conclusion: This movie is","'I thought this movie was bad, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206261642c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ba6fe5627e352d029bda58d5d9ca10060bfd2b1f419ff7dd2de311ff8b03d6bb,"[40, 3381, 419, 5700, 572, 3873, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,bad,hated
toy-train-neg-003,train,0,True,"I thought this movie was boring, I disliked it. 
Conclusion: This movie is","'I thought this movie was boring, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320626f72696e672c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,34bf3121b974e4af9d8901a1031784f9a7317a08d31adeb5d327e66e4ab01c50,"[40, 3381, 419, 5700, 572, 27759, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,boring,disliked
toy-train-neg-004,train,0,True,"I thought this movie was depressing, I hated it. 
Conclusion: This movie is","'I thought this movie was depressing, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064657072657373696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,b28afee521421c7a201f320b7f41872635d6dd9424aabc94915bded9f24c02fb,"[40, 3381, 419, 5700, 572, 70710, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,depressing,hated
toy-train-neg-005,train,0,True,"I thought this movie was disastrous, I disliked it. 
Conclusion: This movie is","'I thought this movie was disastrous, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320646973617374726f75732c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cdd4de1853d8193ee9e895427cb51af7442e0d68248241de58eb4dd1a75ab181,"[40, 3381, 419, 5700, 572, 51957, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,disastrous,disliked
toy-train-neg-006,train,0,True,"I thought this movie was disgusting, I hated it. 
Conclusion: This movie is","'I thought this movie was disgusting, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064697367757374696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,c9e96eeaa6206829fefa37abff3321bb342e5155e3990158558c7e4641c7ad32,"[40, 3381, 419, 5700, 572, 53666, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,disgusting,hated
toy-train-neg-007,train,0,True,"I thought this movie was dire, I disliked it. 
Conclusion: This movie is","'I thought this movie was dire, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320646972652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6fd2132706b1c23db5214c587a1f139fad8b6e9386247058ceb483e92abef1f4,"[40, 3381, 419, 5700, 572, 13207, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,dire,disliked
toy-train-neg-008,train,0,True,"I thought this movie was dreadful, I hated it. 
Conclusion: This movie is","'I thought this movie was dreadful, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320647265616466756c2c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ad7d920edcc76df042d20aa5cb85491edc3a3a49905912009f38f57cecefdb2d,"[40, 3381, 419, 5700, 572, 80852, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,dreadful,hated
toy-train-neg-009,train,0,True,"I thought this movie was dull, I disliked it. 
Conclusion: This movie is","'I thought this movie was dull, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732064756c6c2c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4af8b59eb5ef362e10741675d25cdc6f32feb115b1aba8174a4dbc27d4fb3bdd,"[40, 3381, 419, 5700, 572, 40530, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,dull,disliked
toy-train-neg-010,train,0,True,"I thought this movie was frustrating, I hated it. 
Conclusion: This movie is","'I thought this movie was frustrating, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206672757374726174696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,ab046798f422923d941d3e3ab694b84a20148b85eb42b2d31b9e16e11acb7815,"[40, 3381, 419, 5700, 572, 34611, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,frustrating,hated
toy-train-neg-011,train,0,True,"I thought this movie was horrific, I disliked it. 
Conclusion: This movie is","'I thought this movie was horrific, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320686f7272696669632c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,61f4b857f3891843b8f6f43bb2ce6adcba81e9763edd1c24b4e076ae7c9c2759,"[40, 3381, 419, 5700, 572, 46222, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,horrific,disliked
toy-train-neg-012,train,0,True,"I thought this movie was horrible, I hated it. 
Conclusion: This movie is","'I thought this movie was horrible, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320686f727269626c652c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,4806ddad7ff95949a593044f618ccd0495dedfa79c09125bd4fc4e31d928f42a,"[40, 3381, 419, 5700, 572, 27102, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,horrible,hated
toy-train-neg-013,train,0,True,"I thought this movie was inadequate, I disliked it. 
Conclusion: This movie is","'I thought this movie was inadequate, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e61646571756174652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,6bdd4a380c865ed34f6c16d02b3c16b49f6e8f46d4bc4a4374f4808e88666b45,"[40, 3381, 419, 5700, 572, 45479, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,inadequate,disliked
toy-train-neg-014,train,0,True,"I thought this movie was inferior, I hated it. 
Conclusion: This movie is","'I thought this movie was inferior, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f7669652077617320696e666572696f722c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,946a5a23a7200f27617ef544d7c85d2904e764fe142583743c7aea5f5313324f,"[40, 3381, 419, 5700, 572, 37179, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,inferior,hated
toy-train-neg-015,train,0,True,"I thought this movie was miserable, I disliked it. 
Conclusion: This movie is","'I thought this movie was miserable, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206d6973657261626c652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,cfdba13b66cf08f373a350e0735be9b58b3be266a4712c1b20015cedeeaf9004,"[40, 3381, 419, 5700, 572, 49639, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,miserable,disliked
toy-train-neg-016,train,0,True,"I thought this movie was nasty, I hated it. 
Conclusion: This movie is","'I thought this movie was nasty, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206e617374792c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,73259501e03098fb5a2e6abeb67089ba592f14a3b16a1ef49e05c81c3f4629b8,"[40, 3381, 419, 5700, 572, 34407, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,nasty,hated
toy-train-neg-017,train,0,True,"I thought this movie was offensive, I disliked it. 
Conclusion: This movie is","'I thought this movie was offensive, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206f6666656e736976652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,c78a752a5ca5337e410e4d3aa7e7cd43845c7e54132ea9201828148d62e32936,"[40, 3381, 419, 5700, 572, 15183, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,offensive,disliked
toy-train-neg-018,train,0,True,"I thought this movie was disappointing, I hated it. 
Conclusion: This movie is","'I thought this movie was disappointing, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173206469736170706f696e74696e672c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,d98f763e771e6a936f98ccf298eb346222d11992ecf28bfdb647875a4a06976c,"[40, 3381, 419, 5700, 572, 38123, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,disappointing,hated
toy-train-neg-019,train,0,True,"I thought this movie was terrible, I disliked it. 
Conclusion: This movie is","'I thought this movie was terrible, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207465727269626c652c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,36f2e14023809a641a33164cdaa5ba4c3c5f3b94b92ad25215bcf97aa362d6e1,"[40, 3381, 419, 5700, 572, 17478, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,terrible,disliked
toy-train-neg-020,train,0,True,"I thought this movie was tragic, I hated it. 
Conclusion: This movie is","'I thought this movie was tragic, I hated it. \nConclusion: This movie is'",492074686f756768742074686973206d6f76696520776173207472616769632c20492068617465642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,958d58b823fd06967b21359a3b151b3efaa1d9c05828cafe4af0131609a80909,"[40, 3381, 419, 5700, 572, 34179, 11, 358, 37574, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,tragic,hated
toy-train-neg-021,train,0,True,"I thought this movie was ugly, I disliked it. 
Conclusion: This movie is","'I thought this movie was ugly, I disliked it. \nConclusion: This movie is'",492074686f756768742074686973206d6f766965207761732075676c792c2049206469736c696b65642069742e200a436f6e636c7573696f6e3a2054686973206d6f766965206973,3752d6b3d0544a432979f5783c4ed86bdce85288b498d9c62e65db3e8a6b8441,"[40, 3381, 419, 5700, 572, 27261, 11, 358, 98633, 432, 13, 715, 43434, 25, 1096, 5700, 374]",17,5,ugly,disliked
